"Month","DayOfTheMonth","DayOfTheYear","DayOfTheWeek","Hour","Minute","OverallLoad1","OverallLoad2","OverallLoad3","OverallLoad4","OverallLoad5","OverallLoad6","OverallLoad7","OverallLoad8","OverallLoad9","OverallLoad10","OverallLoad11","OverallLoad12","AirLoad1","AirLoad2","AirLoad3","AirLoad4","AirLoad5","AirLoad6","AirLoad7","AirLoad8","AirLoad9","AirLoad10","AirLoad11","AirLoad12","isHollidays","Forecast"
9,3,247,2,8,15,0.11,0.06,0.16,0.18,0.2,0.2,0.21,0.24,0.35,0.35,0.56,2.08,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.54,0,2.54
1,21,21,2,12,0,0,0.28,0.49,0.52,0.5,0.53,0.69,0.88,0.87,0.8,0.79,0.6,1.68,0.01,0.01,0.01,0.01,0.01,0.16,0.29,0.28,0.29,0.29,0.19,0,0.85
9,18,262,3,10,45,1.91,1.52,1.95,1.43,2.14,0.55,1.49,1.08,1.49,1.02,1.42,1.09,1.41,0.96,1.41,0.97,1.71,0.31,1.2,0.77,1.21,0.7,1.14,0.78,0,1.5
6,14,166,5,23,30,0.1,0.1,0.12,0.1,0.11,0.1,0.12,0.1,0.1,0.1,0.12,0.06,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
11,2,307,6,18,15,0.1,0.07,0.1,0.1,0.1,0.12,0.11,0.1,0.11,0.1,0.12,0.12,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.07
9,22,266,7,2,15,0.07,0.1,0.12,0.11,0.1,0.11,0.09,0.13,0.1,0.1,0.1,0.07,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.11
3,23,83,6,14,15,0.45,0.5,0.37,0.13,0.14,0.13,0.15,0.1,0.28,0.28,0.28,0.27,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.27
9,4,248,3,13,0,1.73,1.46,1.4,1.4,1.41,0.87,1.21,1.59,1.34,1.06,1.39,1.4,1.31,1.14,1.08,1.07,1.18,0.76,1.03,1.34,1.09,0.8,1.1,1.13,0,1.39
9,19,263,4,23,0,0.1,0.12,0.1,0.14,0.11,0.11,0.11,0.13,0.12,0.08,0.1,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.12
11,8,313,5,18,0,0.48,0.45,0.42,0.43,0.5,0.57,0.87,0.62,0.41,0.63,0.46,0.44,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.37
11,9,314,6,1,30,0.11,0.08,0.1,0.12,0.12,0.11,0.11,0.1,0.11,0.12,0.11,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.07
6,3,155,1,18,45,0.1,0.11,0.09,0.1,0.1,0.11,0.09,0.1,0.09,0.12,0.09,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.09
8,20,233,2,15,30,2.23,1.92,1.37,2.45,1.83,2.23,2.2,1.9,1.97,1.97,1.97,0.88,1.95,1.62,1.22,2.13,1.33,1.71,1.68,1.39,1.47,1.49,1.61,0.74,1,0.9
2,20,51,2,14,45,0.21,0.39,0.31,0.29,0.29,0.28,0.45,0.44,0.47,0.48,0.48,0.63,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.59
5,4,125,6,21,15,0.1,0.11,0.09,0.1,0.1,0.11,0.1,0.1,0.1,0.12,0.09,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.11
6,9,161,7,17,15,0.1,0.09,0.12,0.09,0.1,0.09,0.11,0.09,0.1,0.06,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
9,4,248,3,11,45,1.71,1.7,1.2,1.79,1.69,1.73,1.46,1.4,1.4,1.41,0.87,1.21,1.23,1.27,0.93,1.27,1.27,1.31,1.14,1.08,1.07,1.18,0.76,1.03,0,1.59
3,30,90,6,13,45,0.27,0.16,0.14,0.14,0.13,0.2,0.11,0.14,0.14,0.15,0.14,0.13,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.18
6,26,178,3,10,30,0,1.38,0,1.14,0,1.19,1.22,0,1.43,0,0,1.06,3.18,1.24,2.74,0.98,2.22,1,0.98,1.85,1.19,1.95,2.19,0.83,0,0
1,27,27,1,18,0,0.13,0.12,0.13,0.12,0.14,0.13,0.13,0.12,0.08,0.13,0.12,0.15,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.12
6,6,158,4,21,45,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.12,0.11,0.1,0.11,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
6,30,182,7,20,45,0.07,0.12,0.08,0.14,0.07,0.13,0.06,0.15,0.06,0.14,0.06,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0,0.08
10,9,283,3,18,0,1.18,0.63,0.34,0.34,0.32,0.32,0.28,0.28,0.15,0.12,0.07,0.11,0.84,0.3,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.1
4,9,100,2,5,0,0.1,0.12,0.1,0.1,0.1,0.12,0.1,0.11,0.1,0.12,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,1,0.1
8,28,241,3,4,45,0.14,0.11,0.12,0.08,0.12,0.13,0.12,0.11,0.12,0.12,0.13,0.08,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,1,0.12
2,7,38,3,3,0,0.11,0.1,0.12,0.07,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
1,30,30,2,12,30,0.41,0.4,0.37,0.37,0.39,0.43,0.42,0.42,0.43,0.41,0.48,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22
7,24,206,3,3,30,0.11,0.12,0.11,0.11,0.11,0.11,0.13,0.1,0.11,0.11,0.07,0.13,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
4,30,121,2,2,15,0.2,0.2,0.18,0.19,0.2,0.2,0.18,0.19,0.2,0.2,0.18,0.19,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.2
5,6,127,1,23,15,0.1,0.09,0.1,0.12,0.09,0.11,0.09,0.12,0.1,0.1,0.1,0.11,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.09
2,17,48,6,14,15,0.53,0.52,0.55,0.52,0.51,0.5,0.51,0.34,0.35,0.36,0.53,0.54,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.55
3,12,72,2,13,15,0.3,0.31,0.32,0.34,0.32,0.31,0.32,0.33,0.22,0.21,0.3,0.28,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.29
11,9,314,6,9,0,0.1,0.11,0.12,0.11,0.1,0.09,0.14,0.22,0.33,0.31,0.31,0.32,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.34
2,26,57,1,4,30,0.09,0.1,0.1,0.1,0.09,0.1,0.07,0.1,0.1,0.09,0.1,0.1,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.1
4,28,119,7,10,15,0.18,0.19,0.19,0.19,0.18,0.2,0.19,0.19,0.18,0.21,0.18,0.19,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.19
12,2,337,1,19,30,0.1,0.11,0.12,0.13,0.11,0.11,0.12,0.07,0.11,0.12,0.13,0.1,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
9,7,251,6,18,30,1.43,1.38,1.47,1.63,0.38,0.11,0.07,0.1,0.11,0.12,0.11,0.11,1.14,0.9,1.01,1.2,0.24,0.01,0.01,0,0.01,0.01,0.01,0,0,0.1
7,29,211,1,17,15,0.11,0.11,0.1,0.1,0.12,0.11,0.11,0.1,0.1,0.12,0.11,0.07,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.1
1,24,24,5,23,45,0.13,0.13,0.13,0.08,0.15,0.13,0.13,0.13,0.13,0.14,0.14,0.12,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.13
6,23,175,7,23,45,0.07,0.16,0.07,0.15,0.07,0.15,0.08,0.15,0.06,0.15,0.07,0.14,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.07
12,6,341,5,16,0,0.11,0.1,0.12,0.11,0.1,0.1,0.1,0.07,0.12,0.11,0.1,0.1,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
2,28,59,3,16,30,0.45,0.43,0.43,0.44,0.44,0.43,0.42,0.54,0.63,0.62,0.62,0.62,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.62
12,28,363,6,21,45,0.12,0.12,0.11,0.1,0.07,0.1,0.11,0.12,0.11,0.1,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.12
9,19,263,4,16,45,0.41,0.56,0.56,0.55,0.42,0.37,0.31,0.31,0.33,0.27,0.22,0.15,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.21
5,6,127,1,8,15,0.09,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.09,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.1
10,11,285,5,5,0,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.14,0.43,0.58,0.6,0.68,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.75
11,4,309,1,9,0,0.11,0.09,0.11,0.09,0.11,0.11,0.07,0.1,0.1,0.1,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
12,16,351,1,16,0,0.1,0.11,0.1,0.11,0.08,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.12
1,24,24,5,3,45,0.14,0.15,0.13,0.13,0.13,0.09,0.13,0.15,0.13,0.14,0.13,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.13
4,12,103,5,9,15,0.11,0.11,0.12,0.24,0.34,0.41,0.43,0.53,0.56,0.52,0.55,0.53,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.53
8,20,233,2,1,45,0.13,0.1,0.1,0.1,0.12,0.11,0.11,0.07,0.11,0.11,0.12,0.1,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,1,0.11
12,21,356,6,22,15,0.24,0.1,0.12,0.11,0.1,0.1,0.08,0.1,0.13,0.11,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.11
5,2,123,4,21,45,0.22,0.2,0.21,0.2,0.15,0.1,0.11,0.11,0.11,0.11,0.1,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.1
7,24,206,3,16,0,1.22,1.66,1.21,1.67,1.31,1.4,1.12,1.22,1.06,0.72,0.92,1.19,0.79,1.13,0.71,1.15,0.94,1.02,0.85,0.98,0.83,0.57,0.69,0.97,0,0.93
3,31,91,7,19,45,0.11,0.1,0.1,0.09,0.11,0.1,0.12,0.1,0.11,0.09,0.11,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.12
4,9,100,2,1,15,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.12,0.1,0.1,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,0.11
5,9,130,4,17,30,0.25,0.28,0.3,0.26,0.27,0.27,0.26,0.15,0.13,0.12,0.13,0.12,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.12
4,1,92,1,0,45,0.11,0.11,0.09,0.12,0.1,0.09,0.1,0.1,0.11,0.09,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.1
10,18,292,5,7,0,0.44,0.59,0.59,0.58,0.39,0.58,0.58,0.19,0.1,0.19,0.34,0.36,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.37
10,8,282,2,4,30,0.11,0.12,0.11,0.1,0.11,0.1,0.13,0.1,0.11,0.1,0.07,0.11,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
2,9,40,5,15,0,0.43,0.44,0.19,0.2,0.28,0.31,0.3,0.32,0.31,0.31,0.31,0.34,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.32
7,24,206,3,8,30,0.65,2.06,1.43,0.77,1.3,1.41,1.17,1.23,1.43,1.7,1.66,1.54,0.27,1.76,1.14,0.63,1.12,1.19,0.9,0.96,1.14,1.19,1.13,1.05,0,1.47
12,8,343,7,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,27,118,6,14,15,0.43,0.41,0.39,0.41,0.41,0.42,0.44,0.42,0.48,0.54,0.48,0.47,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.48
6,24,176,1,13,30,0.15,0.07,0.15,0.07,0.13,0.08,0.08,0.13,0.08,0.14,0.07,0.15,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.07
2,15,46,4,1,0,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.11
11,22,327,5,5,45,0.1,0.1,0.13,0.1,0.11,0.1,0.11,0.1,0.23,0.49,0.57,0.57,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.51
11,7,312,4,14,30,0.36,0.36,0.36,0.25,0.15,0.23,0.24,0.24,0.25,0.28,0.29,0.31,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.38
4,30,121,2,22,15,0.09,0.1,0.1,0.11,0.09,0.1,0.11,0.11,0.09,0.1,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.06
4,16,107,2,18,15,0.44,0.44,0.41,0.39,0.41,0.37,0.25,0.23,0.21,0.09,0.1,0.09,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
7,23,205,2,3,45,0.1,0.1,0.1,0.12,0.1,0.11,0.09,0.07,0.12,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.11
2,12,43,1,11,45,0.11,0.1,0.11,0.1,0.12,0.11,0.1,0.11,0.1,0.12,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
7,6,188,6,15,30,0.08,0.23,0.1,0.21,0.11,0.25,0.1,0.21,0.1,0.17,0.09,0.16,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.07
2,21,52,3,9,30,1.07,0.44,0.09,0.1,0.11,0.19,0.28,0.27,0.31,0.34,0.51,0.54,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.53
11,30,335,6,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,21,234,3,15,15,1.66,1.39,1.6,1.71,1.38,1.52,1.79,1.47,1.02,1.46,1.9,1.94,1.35,1.15,1.34,1.48,1.15,1.29,1.54,1.23,0.85,1.16,1.49,1.51,1,1.53
8,9,222,5,17,0,1.8,1.39,1.73,1.36,0.96,1.35,1.57,1.12,0.19,0.12,0.1,0.1,1.42,1,1.31,1.02,0.74,1.04,1.26,0.79,0.01,0.01,0.01,0.01,1,0.06
6,22,174,6,19,0,0.22,0.45,0.2,0.31,0.16,0.31,0.16,0.22,0.07,0.14,0.08,0.14,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0.01,0,0.06
12,26,361,4,3,30,0.07,0.1,0.12,0.11,0.1,0.1,0.1,0.11,0.11,0.12,0.06,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.11
3,3,63,7,14,15,0.07,0.1,0.11,0.11,0.1,0.1,0.11,0.12,0.09,0.11,0.11,0.11,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
12,23,358,1,10,30,0.11,0.07,0.1,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.12,0.08,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
7,31,213,3,20,30,0.09,0.11,0.11,0.08,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0,0.11
2,23,54,5,19,0,0.53,0.55,0.53,0.84,0.72,0.65,0.58,0.57,0.59,0.21,0.1,0.09,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.07
2,3,34,6,20,15,0.3,0.28,0.19,0.1,0.12,0.12,0.11,0.12,0.11,0.13,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.12
3,29,89,5,12,45,0.41,0.42,0.4,0.39,0.41,0.39,0.26,0.26,0.25,0.26,0.35,0.4,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.41
10,22,296,2,9,45,0.21,0.19,0.2,0.2,0.27,0.29,0.24,0.23,0.17,0.25,0.26,0.25,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.25
5,22,143,3,23,0,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.09,0.11,0.11,0.11,0.09,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.1
10,7,281,1,9,45,0.1,0.11,0.1,0.12,0.11,0.07,0.1,0.11,0.11,0.12,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.11
9,9,253,1,14,15,0.11,0.13,0.12,0.06,0.12,0.1,0.13,0.1,0.11,0.1,0.11,0.12,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
11,25,330,1,16,15,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.07,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.1
4,19,110,5,5,0,0.1,0.09,0.11,0.1,0.09,0.1,0.1,0.4,0.49,0.7,0.76,0.82,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.74
11,16,321,6,17,15,0.27,0.28,0.3,0.33,0.32,0.21,0.31,0.33,0.44,0.42,0.41,0.4,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.38
3,10,70,7,12,30,0.11,0.07,0.1,0.1,0.12,0.11,0.1,0.1,0.12,0.1,0.1,0.11,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
4,24,115,3,23,45,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.09,0.09,0.12,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.09
11,5,310,2,5,0,0.1,0.1,0.1,0.1,0.11,0.12,0.06,0.1,0.1,0.11,0.1,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.1
12,16,351,1,9,45,0.1,0.1,0.11,0.11,0.12,0.1,0.1,0.1,0.11,0.07,0.12,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.1
7,30,212,2,9,30,1.36,1.75,1.27,1.49,1.7,1.2,1.53,0.86,1.29,1.35,1.27,1.23,1.17,1.54,1.06,1.28,1.47,0.98,1.33,0.74,1.06,1.14,1.07,1.03,0,1.47
11,14,319,4,9,0,0.1,0.1,0.1,0.09,0.12,0.1,0.1,0.09,0.16,0.15,0.2,0.19,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.2
2,28,59,3,12,45,0.21,0.34,0.32,0.3,0.31,0.3,0.3,0.29,0.32,0.35,0.29,0.3,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.29
11,23,328,6,15,30,0.18,0.18,0.16,0.18,0.39,0.42,0.4,0.43,0.27,0.43,0.44,0.49,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.44
12,8,343,7,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,12,225,1,3,45,0.1,0.11,0.09,0.13,0.07,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,1,0.07
11,22,327,5,8,15,0.57,0.57,0.51,0.57,0.64,0.68,0.44,0.19,0.18,0.24,0.17,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.31
6,17,169,1,19,0,0.09,0.1,0.09,0.12,0.09,0.1,0.09,0.11,0.1,0.1,0.09,0.11,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
2,21,52,3,2,0,0.1,0.1,0.07,0.11,0.09,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
7,24,206,3,4,45,0.11,0.13,0.1,0.11,0.11,0.07,0.13,0.11,0.1,0.32,0.53,0.55,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.64
10,29,303,2,20,30,0.33,0.32,0.33,0.21,0.11,0.11,0.1,0.11,0.11,0.11,0.07,0.11,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.09
1,2,2,4,6,45,0.11,0.11,0.07,0.1,0.1,0.1,0.11,0.1,0.12,0.1,0.11,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.19
2,10,41,6,4,45,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.11
3,12,72,2,23,15,0.45,0.45,0.13,0.11,0.11,0.11,0.1,0.11,0.12,0.11,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.12
1,3,3,5,10,15,0.21,0.18,0.16,0.28,0.3,0.28,0.28,0.29,0.35,0.55,0.55,0.57,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.06,0.29,0.29,0.28,0,0.48
4,20,111,6,11,0,0.4,0.42,0.37,0.45,0.5,0.51,0.43,0.42,0.49,0.43,0.44,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.28
3,3,63,7,23,0,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.12,0.1,0.11,0.1,0.11,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
4,8,99,1,7,45,0.1,0.12,0.11,0.1,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.1
5,3,124,5,11,30,0.17,0.16,0.14,0.12,0.15,0.17,0.15,0.15,0.15,0.21,0.19,0.14,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.14
1,23,23,4,19,0,0.39,0.22,0.4,0.37,0.29,0.27,0.26,0.26,0.27,0.26,0.17,0.27,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.26
5,6,127,1,5,45,0.09,0.12,0.09,0.07,0.09,0.12,0.09,0.1,0.09,0.11,0.09,0.1,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.1
3,24,84,7,5,15,0.09,0.1,0.11,0.1,0.06,0.1,0.1,0.1,0.1,0.1,0.09,0.11,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
7,15,197,1,13,15,0.13,0.07,0.07,0.13,0.08,0.13,0.07,0.12,0.08,0.14,0.07,0.12,0.01,0.01,0.01,0.01,0,0.02,0,0.02,0,0.01,0.01,0.01,0,0.07
9,15,259,7,21,30,0.11,0.12,0.1,0.11,0.1,0.12,0.09,0.11,0.09,0.13,0.07,0.1,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
3,4,64,1,20,15,0.12,0.1,0.1,0.1,0.12,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
8,9,222,5,7,0,0.58,0.61,0.41,0.59,0.55,0.55,0.57,0.38,2.68,2.83,1.78,1.35,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,2.29,2.45,1.41,1.1,1,1.94
1,10,10,5,1,0,0.12,0.14,0.11,0.12,0.11,0.08,0.11,0.14,0.11,0.11,0.11,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.12
12,16,351,1,21,0,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.13,0.1,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
